10 4.372
20 2.028
30 1.981
50 1.211
100 3.539
200 2.499
300 3.518
500 2.749
1000 3.368
2000 4.60
3000 2.157
5000 4.378
10000 4.274
20000 2.962
30000 4.391
50k 4.305
100k 5.563

