10 2.854
20 2.774
30 4.430
40 3.857
50 1.972
100 3.316
200 2.123
300 5.295
500 5.566
1000 4.725
2k   4.327
3k 2.920
5k 3.188
10k 1.787
20k 3.495
30k 5.201
50k 6.120
100k 6.370
