10 7.608
20 1.256
30 1.807
40 3.316
50 1.339
100 1.823
200 1.598
300 4.581
500 2.392
1000 1.976
2000 2.818
3k 2.838
5k 2.933
10k 5.395
20k 3.882
30k 4.777
50k 6.160
100k 14.454
